"panel","cohort","mechanism","endpoint","arm","score","estimand","n","events","non_events","log_odds","odds_ratio","ci_lower","ci_upper","p_value","label","Inflammation_z","probability","log_odds_active","log_odds_placebo"
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.060838429800181,0.16661543261177,NA,NA,-0.763156288991136,0.102175163722252,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0601937179888387,0.163369569127148,NA,NA,-0.729978328905962,0.100585431617217,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0595203443507346,0.160259033838729,NA,NA,-0.696800368820788,0.0990177061079167,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0588183157235541,0.157282066240508,NA,NA,-0.663622408735614,0.0974717671475365,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0580878113745749,0.154436693882342,NA,NA,-0.63044444865044,0.095947394220655,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0573291949564665,0.151720725812514,NA,NA,-0.597266488565266,0.0944443664458778,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0565430235795157,0.149131748664416,NA,NA,-0.564088528480092,0.0929624626754863,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0557300534056966,0.146667125979351,NA,NA,-0.530910568394918,0.0915014615921261,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0548912412750098,0.144324001253874,NA,NA,-0.497732608309744,0.090061141802561,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0540277420232452,0.142099305052674,NA,NA,-0.464554648224571,0.0886412819285222,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0531409013347873,0.139989766344719,NA,NA,-0.431376688139397,0.0872416606946794,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0522322441815587,0.137991928013961,NA,NA,-0.398198728054223,0.0858620570137695,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0513034591134055,0.136102166282679,NA,NA,-0.365020767969049,0.084502250068914,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.050356378868271,0.134316713583285,NA,NA,-0.331842807883875,0.0831620193931626,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0493929579451162,0.13263168424061,NA,NA,-0.298664847798701,0.0818411449462983,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0484152479143503,0.131043102195448,NA,NA,-0.265486887713527,0.0805394071889435,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0474253713198839,0.129546929921404,NA,NA,-0.232308927628353,0.0792565871540071,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0464254950499073,0.128139097664499,NA,NA,-0.199130967543179,0.0779924665155117,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0454178040221219,0.126815532166786,NA,NA,-0.165953007458006,0.0767468276548457,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0444044759505547,0.125572184114079,NA,NA,-0.132775047372832,0.0755194537244805,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.04338765784615,0.124405053663112,NA,NA,-0.0995970872876577,0.0743101287091983,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0423694447649454,0.123310213541959,NA,NA,-0.0664191272024839,0.0731186374848742,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0413518611689396,0.122283829366372,NA,NA,-0.0332411671173098,0.0719447658748584,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0403368451176647,0.121322176961844,NA,NA,-6.32070321360256e-05,0.0707883007040035,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0393262353726334,0.120421656617041,NA,NA,0.033114753053038,0.0696490298503841,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0383217613791104,0.119578804311946,NA,NA,0.0662927131382118,0.0685267422947547,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0373250359940385,0.118790300059592,NA,NA,0.0994706732233857,0.0674212281677925,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0363375507568528,0.118052973572261,NA,NA,0.13264863330856,0.0663322787951736,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.035360673450642,0.117363807512167,NA,NA,0.165826593393734,0.0652596867405283,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0343956476724985,0.116719938615074,NA,NA,0.199004553478908,0.0642032458463249,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0334435941208408,0.11611865698622,NA,NA,0.232182513564081,0.063162751272727,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0325055133105051,0.115557403864657,NA,NA,0.265360473649255,0.0621379995344748,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0315822894399837,0.115033768138373,NA,NA,0.298538433734429,0.0611287885358348,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0306746951561112,0.114545481871361,NA,NA,0.331716393819603,0.0601349176036676,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0297833969869507,0.114090415078164,NA,NA,0.364894353904777,0.0591561875186586,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0289089612413307,0.113666569953444,NA,NA,0.398072313989951,0.0581924005447611,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0280518602016356,0.113272074735759,NA,NA,0.431250274075125,0.0572433604568953,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0272124784637554,0.112905177357163,NA,NA,0.464428234160299,0.0563088725669515,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0263911193036658,0.112564239004423,NA,NA,0.497606194245472,0.0553887437481433,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0255880109733763,0.112247727694158,NA,NA,0.530784154330647,0.054482782457754,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0248033128496813,0.111954211943235,NA,NA,0.56396211441582,0.0535907987583244,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0240371213771851,0.111682354597496,NA,NA,0.597140074500994,0.0527126043373235,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0232894757625081,0.111430906866198,NA,NA,0.630318034586168,0.051848012525348,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0225603633895781,0.111198702596339,NA,NA,0.663495994671342,0.0509968383128931,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0218497249366717,0.110984652810031,NA,NA,0.696673954756516,0.0501588983657375,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0211574591846405,0.110787740519105,NA,NA,0.72985191484169,0.0493340110389859,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.020483427512784,0.110607015823878,NA,NA,0.763029874926864,0.0485219963898083,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0198274580843547,0.110441591297299,NA,NA,0.796207835012038,0.0477226761889206,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.019189349727932,0.11029063765121,NA,NA,0.829385795097211,0.0469358739308431,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0185688755240855,0.110153379678112,NA,NA,0.862563755182386,0.04616141484298,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0179657861090524,0.11002909245931,NA,NA,0.89574171526756,0.0453991258935562,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0173798127087355,0.109917097828574,NA,NA,0.928919675352733,0.0446488357984522,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0168106699173325,0.109816761079258,NA,NA,0.962097635437907,0.0439103750269727,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0162580582354499,0.10972748790213,NA,NA,0.995275595523081,0.0431835758065874,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0157216663827346,0.109648721540826,NA,NA,1.02845355560825,0.0424682721266794,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0152011733999574,0.109579940151793,NA,NA,1.06163151569343,0.0417642997413374,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0146962505551778,0.10952065435575,NA,NA,1.0948094757786,0.0410714961712253,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0142065630681514,0.109470404968039,NA,NA,1.12798743586378,0.0403897007045656,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0137317716665743,0.109428760895675,NA,NA,1.16116539594895,0.0397187543972674,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0132715339871089,0.109395317189436,NA,NA,1.19434335603412,0.0390585000722335,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0128255058334473,0.109369693239914,NA,NA,1.2275213161193,0.0384087823178774,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0123933423029526,0.109351531107057,NA,NA,1.26069927620447,0.0377694474858826,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0119746987927016,0.109340493973357,NA,NA,1.29387723628965,0.0371403436882334,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0115692318950365,0.109336264711454,NA,NA,1.32705519637482,0.0365213207935479,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0111766001920422,0.109338544557532,NA,NA,1.36023315645999,0.0359122304227418,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0107964649576901,0.109347051882493,NA,NA,1.39341111654517,0.0353129259440511,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0104284907757506,0.109361521053433,NA,NA,1.42658907663034,0.0347232624674427,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0100723460809619,0.109381701378509,NA,NA,1.45976703671552,0.0341430968384376,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00972770363036751,0.109407356128784,NA,NA,1.49294499680069,0.0335722876313749,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00939424091119217,0.109438261631133,NA,NA,1.52612295688586,0.0330106951421412,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.0090716404911146,0.109474206426725,NA,NA,1.55930091697104,0.0324581813803902,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00875959031632436,0.109514990490033,NA,NA,1.59247887705621,0.0319146100612774,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00845778396230561,0.109560424503717,NA,NA,1.62565683714139,0.0313798465967324,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00816592084188183,0.109610329185085,NA,NA,1.65883479722656,0.0308537580862928,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00788370637467498,0.109664534660173,NA,NA,1.69201275731173,0.0303362133075206,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00761085212178192,0.109722879881805,NA,NA,1.72519071739691,0.029827082706024,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Placebo",NA,NA,NA,NA,NA,NA,NA,0.00734707588914581,0.109785212088284,NA,NA,1.75836867748208,0.0293262383851046,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.212289129522857,0.416631956001714,NA,NA,-1.52624937095014,0.304936744738079,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.209421606318349,0.407905882798039,NA,NA,-1.49307141086496,0.299323317038828,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.206561571451646,0.399268353847698,NA,NA,-1.45989345077979,0.293769549514828,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.203708397604333,0.390725518821848,NA,NA,-1.42671549069461,0.288276432730071,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.200861423724724,0.382283337226797,NA,NA,-1.39353753060944,0.282844893223336,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.1980199556504,0.373947567187549,NA,NA,-1.36035957052427,0.277475793731764,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.195183267249791,0.365723754952155,NA,NA,-1.32718161043909,0.272169933533309,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.192350602195069,0.357617225024982,NA,NA,-1.29400365035392,0.266928048903393,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.189521176493471,0.349633070811442,NA,NA,-1.26082569026874,0.261750813680826,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.186694181918899,0.341776145631721,NA,NA,-1.22764773018357,0.256638839937884,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.183868790499099,0.334051053937632,NA,NA,-1.1944697700984,0.251592678749215,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.181044160224717,0.326462142546365,NA,NA,-1.16129181001322,0.246612821054117,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.178219442153323,0.319013491689413,NA,NA,-1.12811384992805,0.241699698606626,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.175393789081817,0.31170890566652,NA,NA,-1.09493588984287,0.236853685007742,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.172566365951986,0.304551902895943,NA,NA,-1.0617579297577,0.23207509681408,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.169736362133264,0.297545705166513,NA,NA,-1.02857996967253,0.22736419471721,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.166903005690704,0.290693225927447,NA,NA,-0.995402009587353,0.222721184787938,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.164065579691553,0.283997057501661,NA,NA,-0.962224049502179,0.218146219779808,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.161223440527776,0.277459457180516,NA,NA,-0.929046089417005,0.213639400486157,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.158376038132526,0.271082332254188,NA,NA,-0.895868129331831,0.209200777145136,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.15552293784564,0.264867224152512,NA,NA,-0.862690169246657,0.204830350887165,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.15266384353916,0.258815292013848,NA,NA,-0.829512209161483,0.200528075219464,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.14979862145388,0.252927296158772,NA,NA,-0.79633424907631,0.196293857542356,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.146927324031584,0.247203582111758,NA,NA,-0.763156288991136,0.192127560692252,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.144050212868121,0.241644065974247,NA,NA,-0.729978328905962,0.188029004506337,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.141167779776809,0.236248222089361,NA,NA,-0.696800368820788,0.183997967404176,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.138280764859215,0.23101507403282,NA,NA,-0.663622408735614,0.18003418798161,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.135390170450551,0.225943189996661,NA,NA,-0.63044444865044,0.176137366612559,NA,NA
"c_absolute_risk_curves","GSE206285",NA,NA,"Active",NA,NA,NA,NA,NA,NA,NA,0.132497269856685,0.221030683585296,NA,NA,-0.597266488565266,0.172307167054461,NA,NA
